Rok;Miesi¹c;Zarobki;Wydatki;Liczba osób_<500;Œredni wiek_<500;Liczba wypadków_<500;Liczba osób_500-700;Œredni wiek_500-700;Liczba wypadków_500-700;Liczba osób_>700;Œredni wiek_>700;Liczba wypadków_>700;Liczba wypadków mê¿czyzn;Liczba wypadków kobiet
6;4;0;7138919;255672;56;33;434304;52;89;285960;49;44;94;72
6;5;0;6891803;254939;56;30;433392;52;81;285402;49;41;81;71
6;6;0;7104045;254357;56;40;432559;52;69;284982;49;43;78;74
6;7;0;7289645;253897;55;38;431841;52;70;284671;49;54;93;69
6;8;0;7225572;253437;55;44;431305;52;64;284357;49;50;79;79
6;9;0;6691770;253056;55;33;430843;52;58;284057;49;55;86;60
6;10;0;7077501;252741;55;27;430362;52;78;283852;49;51;81;75
6;11;0;6940550;252456;55;31;430028;52;61;283656;49;50;82;60
6;12;0;6888267;252241;55;51;429678;52;65;283473;49;46;85;77
7;1;598275098;6887397;257543;56;36;438072;53;62;288676;50;51;86;63
7;2;0;6975413;256423;56;36;436578;53;78;287864;50;47;91;70
7;3;0;6666207;255516;56;37;435322;53;63;287199;50;46;72;74
7;4;0;7009945;254758;56;38;434240;53;72;286649;50;49;74;85
7;5;0;7211306;254101;56;33;433304;53;77;286129;50;54;81;83
7;6;0;6666191;253541;56;38;432556;53;64;285676;50;40;72;70
7;7;0;6577339;253025;56;33;431867;53;60;285371;50;40;65;68
7;8;0;6186210;252571;56;29;431217;52;64;285097;49;33;61;65
7;9;0;6804508;252220;56;37;430745;52;67;284821;49;46;76;74
7;10;0;6851265;251935;56;33;430343;52;57;284616;49;53;82;61
7;11;0;6806954;251672;56;50;430013;52;72;284412;49;45;91;76
7;12;0;7100544;251465;56;40;429695;52;71;284259;49;52;78;85
8;1;597853842;6900822;256477;57;38;437594;53;69;288996;50;51;84;74
8;2;0;6546067;255440;57;44;435967;53;61;288252;50;40;63;82
8;3;0;7236512;254509;57;36;434732;53;78;287581;50;48;76;86
8;4;0;6650952;253741;56;39;433610;53;66;286982;50;43;75;73
8;5;0;6465761;253113;56;27;432710;53;61;286489;50;40;62;66
8;6;0;6843551;252510;56;40;431938;53;68;286089;50;43;89;62
8;7;0;6565050;252157;56;39;431189;53;59;285744;50;45;82;61
8;8;0;6498434;251681;56;32;430656;53;73;285454;50;31;60;76
8;9;0;7153163;251354;56;38;430187;53;73;285194;50;53;77;87
8;10;0;7474812;251074;56;47;429830;53;84;284963;50;53;85;99
8;11;0;6891566;250846;56;45;429461;53;76;284812;50;47;80;88
8;12;0;6800895;250641;56;28;429185;53;61;284656;50;49;71;67
9;1;599118663;6559491;256633;57;37;438143;54;67;290053;51;38;81;61
9;2;0;7169408;255390;57;39;436644;54;86;289278;51;46;88;83
9;3;0;7099231;254400;57;41;435365;54;70;288505;51;48;76;83
9;4;0;6981657;253606;57;38;434210;54;76;287919;51;50;89;75
9;5;0;7183321;252958;57;33;433275;53;86;287416;51;46;85;80
9;6;0;7038959;252315;57;46;432457;53;67;287058;50;49;93;69
9;7;0;6375591;251900;57;33;431791;53;62;286643;50;42;72;65
9;8;0;7123173;251420;57;41;431249;53;69;286364;50;52;91;71
9;9;0;6939863;251089;57;33;430722;53;79;286104;50;42;84;70
9;10;0;6829212;250761;57;49;430374;53;57;285858;50;41;74;73
9;11;0;6854466;250526;56;57;429987;53;63;285701;50;42;78;84
9;12;0;7185983;250287;56;43;429690;53;69;285545;50;53;92;73
10;1;599144726;6703687;255674;58;40;437994;54;65;290634;51;43;72;76
10;2;0;7229558;254492;57;36;436427;54;69;289856;51;51;74;82
10;3;0;6711721;253598;57;37;435091;54;73;289118;51;34;65;79
10;4;0;6618980;252743;57;40;434004;54;68;288522;51;39;69;78
10;5;0;6546831;252009;57;40;433089;54;68;288006;51;38;77;69
10;6;0;7104109;251469;57;41;432319;54;82;287578;51;43;90;76
10;7;0;6795143;250987;57;41;431655;54;71;287269;51;43;80;75
10;8;0;6859455;250559;57;36;431111;54;69;286955;51;43;88;60
10;9;0;7035182;250218;57;35;430659;54;82;286710;51;52;87;82
10;10;0;6954578;249915;57;36;430254;54;75;286457;51;40;80;71
10;11;0;6839041;249675;57;31;429925;54;64;286216;51;48;77;66
10;12;0;7044469;249455;57;31;429572;54;72;286094;51;53;80;76
11;1;600130851;6698528;255206;58;42;438502;55;62;291691;52;49;84;69
11;2;0;7248293;254054;58;37;436843;55;81;290873;52;51;92;77
11;3;0;7000536;253028;58;36;435483;54;68;290180;52;53;70;87
11;4;0;6959249;252200;58;35;434302;54;71;289625;52;53;86;73
11;5;0;6794613;251552;58;37;433315;54;68;289106;51;51;82;74
11;6;0;7331459;250936;57;36;432549;54;66;288580;51;61;98;65
11;7;0;7035858;250432;57;29;431837;54;70;288270;51;52;87;64
11;8;0;6671781;250037;57;30;431267;54;81;287906;51;41;91;61
11;9;0;7023838;249649;57;47;430756;54;68;287672;51;50;77;88
11;10;0;6791388;249348;57;39;430342;54;73;287478;51;47;76;83
11;11;0;7078743;249100;57;34;429964;54;62;287321;51;56;75;77
11;12;0;6670952;248821;57;40;429646;54;66;287217;51;48;73;81
12;1;600346984;7212406;254576;58;52;438358;55;79;292340;52;44;95;80
12;2;0;7100118;253382;58;38;436750;55;78;291606;52;46;88;74
12;3;0;6553585;252526;58;31;435415;55;71;290818;52;41;74;69
12;4;0;6765012;251694;58;28;434257;55;67;290237;52;44;64;75
12;5;0;7006216;251038;58;30;433312;55;68;289684;52;48;77;69
12;6;0;7014655;250525;58;39;432424;55;64;289315;52;50;80;73
12;7;0;6970528;250063;58;35;431726;55;67;288917;52;49;89;62
12;8;0;6722830;249623;58;33;431156;55;69;288623;52;50;83;69
12;9;0;6995088;249271;58;31;430671;55;71;288350;52;52;80;74
12;10;0;6997670;248955;58;36;430237;54;64;288138;52;57;75;82
12;11;0;6663735;248717;58;36;429825;54;54;287947;52;47;71;66
12;12;0;6700697;248486;58;42;429550;54;79;287783;52;39;88;72
13;1;601145897;7032562;254472;59;45;438566;56;77;293209;53;48;84;86
13;2;0;7121362;253275;59;38;436989;55;70;292291;53;49;74;83
13;3;0;6972703;252249;58;36;435612;55;81;291630;53;40;85;72
13;4;0;7023276;251337;58;45;434489;55;66;291020;52;44;76;79
13;5;0;6592404;250542;58;26;433532;55;70;290529;52;37;68;65
13;6;0;6329098;249966;58;31;432717;55;56;290037;52;38;63;62
13;7;0;6563524;249449;58;47;432000;55;47;289689;52;46;76;64
13;8;0;6367333;248984;58;37;431389;55;59;289400;52;42;73;65
13;9;0;6646953;248605;58;40;430854;55;61;289124;52;42;82;61
13;10;0;6939965;248320;58;39;430396;55;77;288901;52;39;79;76
13;11;0;6821808;248018;58;31;430075;55;60;288742;52;47;78;60
13;12;0;7032007;247762;58;34;429725;55;78;288578;52;49;87;74
14;1;600906940;7182280;253412;59;42;438217;56;77;293684;53;56;87;88
14;2;0;7245167;252254;59;46;436528;56;69;292817;53;61;97;79
14;3;0;6739195;251210;59;41;435168;56;70;292033;53;38;74;75
14;4;0;6777418;250342;59;39;434023;56;81;291463;53;38;79;79
14;5;0;7403821;249712;59;36;432939;56;86;290896;53;50;93;79
14;6;0;7103571;249025;59;49;432149;55;77;290439;53;45;88;83
14;7;0;6940295;248502;58;41;431387;55;71;290029;53;48;89;71
14;8;0;6254474;248058;58;37;430811;55;54;289706;53;39;58;72
14;9;0;6832010;247695;58;37;430268;55;59;289420;53;57;79;74
14;10;0;6404696;247356;58;39;429828;55;58;289225;53;36;75;58
14;11;0;6745053;247107;58;43;429449;55;63;289010;53;45;83;68
14;12;0;7124068;246851;58;35;429141;55;86;288833;53;43;86;78
15;1;599833569;6942517;252402;59;29;437104;56;74;293633;54;46;91;58
15;2;0;7101901;251135;59;35;435354;56;79;292828;53;45;67;92
15;3;0;7446120;250075;59;47;433935;56;76;292120;53;55;89;89
15;4;0;6886381;249230;59;35;432725;56;66;291473;53;43;70;74
15;5;0;6566190;248477;59;27;431775;56;65;290977;53;46;62;76
15;6;0;7004700;247826;59;43;430932;56;59;290607;53;52;83;71
15;7;0;6585003;247287;59;35;430265;56;72;290222;53;41;79;69
15;8;0;6798528;246864;59;35;429689;56;61;289871;53;52;81;67
15;9;0;7036129;246503;59;24;429139;56;72;289609;53;53;63;86
15;10;0;7109270;246208;59;33;428751;56;71;289420;53;45;86;63
15;11;0;6785246;245961;59;39;428372;56;50;289245;53;50;70;69
15;12;0;6582022;245719;59;29;428106;56;63;289052;53;46;70;68
16;1;600135118;6820834;251688;60;34;437018;57;56;294387;54;52;79;63
16;2;0;6780806;250515;60;42;435174;57;54;293495;54;46;76;66
16;3;0;7003284;249435;59;45;433763;56;89;292692;54;42;84;92
16;4;0;6798661;248538;59;29;432502;56;72;292116;54;49;75;75
16;5;0;7237998;247831;59;36;431470;56;72;291510;54;54;87;75
16;6;0;6878599;247222;59;47;430603;56;71;291006;54;45;80;83
16;7;0;6902987;246699;59;47;429916;56;75;290613;54;37;83;76
16;8;0;6828212;246325;59;35;429281;56;79;290288;54;43;78;79
16;9;0;6523148;245935;59;35;428705;56;67;290055;54;37;73;66
16;10;0;6877285;245595;59;44;428284;56;41;289792;53;56;70;71
16;11;0;6930136;245347;59;42;427886;56;87;289623;53;38;94;73
16;12;0;6860014;245120;59;41;427537;56;65;289424;53;49;82;73
17;1;600469677;6919761;251102;60;34;437039;57;60;295065;54;55;74;75
17;2;0;7747015;249856;60;36;435358;57;75;294006;54;71;99;83
17;3;0;6950322;248792;60;39;433847;57;62;293258;54;49;79;71
17;4;0;6842137;247859;60;31;432566;57;79;292666;54;39;78;71
17;5;0;6903486;247098;60;38;431535;57;66;292118;54;50;85;69
17;6;0;6463744;246486;60;41;430669;57;60;291600;54;34;73;62
17;7;0;7213102;245948;59;42;429902;56;72;291224;54;58;86;86
17;8;0;6991407;245461;59;33;429234;56;71;290924;54;51;79;76
17;9;0;7208264;245052;59;37;428733;56;76;290609;54;53;77;89
17;10;0;6647970;244685;59;35;428296;56;62;290386;54;49;81;65
17;11;0;6945405;244463;59;45;427849;56;73;290146;54;54;96;76
17;12;0;6745830;244186;59;38;427508;56;69;289975;54;47;79;75
18;1;600707189;6693799;250138;60;37;437104;57;82;295722;55;38;90;67
18;2;0;6998709;248928;60;37;435253;57;69;294805;55;59;75;90
18;3;0;6722252;247892;60;35;433777;57;59;294015;55;44;70;68
18;4;0;6667961;247020;60;38;432572;57;56;293360;55;45;78;61
18;5;0;6235213;246227;60;35;431540;57;56;292814;54;36;62;65
18;6;0;7034283;245564;60;40;430671;57;76;292316;54;40;79;77
18;7;0;6874634;245039;60;36;429903;57;71;291940;54;51;85;73
18;8;0;6844290;244545;60;34;429270;57;76;291595;54;42;76;76
18;9;0;6436781;244187;60;24;428704;57;56;291299;54;45;67;58
18;10;0;6913075;243816;60;25;428196;57;59;291073;54;54;74;64
18;11;0;6774875;243552;60;38;427796;57;71;290807;54;44;81;72
18;12;0;6932724;243294;60;21;427452;57;71;290654;54;41;82;51
19;1;602174081;6284447;250338;61;25;437813;58;57;296898;55;36;62;56
19;2;0;7212814;249054;61;40;435992;58;66;295966;55;61;88;79
19;3;0;6978657;247877;60;33;434488;57;66;295175;55;53;79;73
19;4;0;7044751;246971;60;34;433139;57;79;294496;55;46;76;83
19;5;0;6987981;246155;60;30;432074;57;62;293937;55;61;73;80
19;6;0;7255586;245473;60;38;431196;57;77;293405;55;55;103;67
19;7;0;6991074;244972;60;36;430351;57;67;292971;55;48;88;63
19;8;0;6992467;244489;60;42;429706;57;65;292594;55;54;92;69
19;9;0;6683937;244066;60;40;429159;57;62;292309;55;50;79;73
19;10;0;7219064;243720;60;36;428649;57;63;292064;55;61;85;75
19;11;0;6750521;243404;60;37;428301;57;57;291819;55;52;77;69
19;12;0;7400043;243184;60;43;427920;57;62;291627;55;70;95;80
20;1;602748438;7151658;249833;61;47;438037;58;77;297622;56;49;92;81
20;2;0;7205544;248422;61;29;436260;58;81;296681;55;51;91;70
20;3;0;7273358;247313;61;35;434645;58;81;295904;55;52;87;81
20;4;0;6837487;246344;61;39;433320;58;60;295146;55;51;83;67
20;5;0;7138078;245555;60;48;432185;58;70;294577;55;50;92;76
20;6;0;6748623;245035;60;42;431243;58;78;294015;55;39;80;79
20;7;0;6807279;244475;60;33;430435;58;62;293600;55;47;82;60
20;8;0;7021896;243954;60;42;429816;57;71;293206;55;48;84;77
20;9;0;6276838;243492;60;39;429315;57;53;292898;55;41;63;70
20;10;0;7006246;243154;60;40;428799;57;92;292638;55;40;95;77
20;11;0;6441501;242893;60;30;428439;57;52;292387;55;50;67;65
20;12;0;7066507;242637;60;47;428101;57;66;292191;55;53;94;72
21;1;604653163;6737399;250002;61;38;439148;58;53;299064;56;49;73;67
21;2;0;6875137;248582;61;44;437351;58;69;298023;56;46;85;74
21;3;0;6814204;247493;61;39;435731;58;74;297117;56;48;79;82
21;4;0;6845393;246501;61;39;434382;58;69;296416;56;50;86;72
21;5;0;6523437;245685;61;35;433225;58;69;295825;56;41;78;67
21;6;0;7081502;244963;61;45;432284;58;56;295337;56;65;91;75
21;7;0;7086087;244471;61;45;431453;58;68;294877;55;57;90;80
21;8;0;7021204;243957;61;53;430798;58;78;294468;55;44;77;98
21;9;0;6660328;243556;61;36;430201;58;70;294186;55;37;85;58
21;10;0;6742906;243202;61;32;429670;58;68;293958;55;52;67;85
21;11;0;6856164;242884;60;43;429241;58;71;293736;55;51;82;83
21;12;0;6654142;242599;60;39;428886;58;61;293527;55;38;73;65
22;1;606380959;6708364;249997;61;37;440158;59;65;300423;56;41;80;63
22;2;0;6799468;248677;61;35;438234;59;61;299333;56;53;76;73
22;3;0;6870980;247391;61;27;436667;58;63;298433;56;51;81;60
22;4;0;6986537;246469;61;31;435286;58;69;297733;56;60;77;83
22;5;0;7045173;245612;61;48;434261;58;86;297062;56;41;95;80
22;6;0;6858138;244961;61;33;433279;58;77;296527;56;52;87;75
22;7;0;6999134;244419;61;39;432415;58;65;296146;56;53;81;76
22;8;0;6841678;243884;61;33;431674;58;78;295779;56;50;82;79
22;9;0;6863659;243438;61;37;431073;58;72;295475;56;43;87;65
22;10;0;6518603;243049;61;36;430599;58;62;295170;56;41;68;71
22;11;0;6557073;242733;61;39;430114;58;61;294970;56;42;69;73
22;12;0;6672361;242473;61;28;429779;58;67;294774;56;52;91;56
23;1;606255362;7091266;249074;62;29;439873;59;78;300911;57;48;67;88
23;2;0;6744486;247756;62;38;437905;59;67;299911;56;41;75;71
23;3;0;6938973;246630;61;38;436233;59;73;299028;56;45;80;76
23;4;0;7389728;245569;61;38;434820;59;83;298286;56;51;99;73
23;5;0;6822577;244688;61;42;433680;59;65;297665;56;50;83;74
23;6;0;7087313;244022;61;37;432604;58;72;297123;56;52;89;72
23;7;0;6890815;243401;61;37;431802;58;76;296637;56;46;74;85
23;8;0;6641050;242856;61;24;431086;58;67;296277;56;45;73;63
23;9;0;7156892;242392;61;43;430537;58;62;295953;56;60;88;77
23;10;0;7034212;242022;61;27;430066;58;78;295677;56;51;87;69
23;11;0;7210419;241687;61;34;429674;58;71;295486;56;57;84;78
23;12;0;6947314;241440;61;35;429279;58;60;295301;56;53;62;86
24;1;605351449;6860527;247649;62;34;438891;59;66;301150;57;44;71;73
24;2;0;7290445;246302;62;40;436930;59;73;300145;57;62;91;84
24;3;0;6873284;245120;62;48;435227;59;68;299273;57;44;88;72
24;4;0;7114011;244084;62;38;433961;59;73;298513;57;46;80;77
24;5;0;6594185;243354;62;29;432768;59;71;297833;57;37;70;67
24;6;0;7040363;242547;61;36;431883;59;71;297293;57;53;89;71
24;7;0;7548879;241934;61;33;431062;59;78;296834;56;59;101;69
24;8;0;6313103;241468;61;31;430300;59;47;296392;56;42;57;63
24;9;0;6954557;241059;61;40;429734;59;70;296086;56;50;87;73
24;10;0;7040595;240699;61;48;429174;59;73;295786;56;50;85;86
24;11;0;6830629;240352;61;32;428731;59;70;295567;56;45;69;78
24;12;0;7238205;240066;61;41;428389;59;64;295387;56;57;88;74
25;1;606987328;7264660;247702;62;38;439978;60;84;302350;57;57;94;85
25;2;0;6738140;246229;62;30;438026;59;67;301293;57;48;67;78
25;3;0;6911700;245076;62;39;436278;59;61;300420;57;59;79;80
25;4;0;6585886;244017;62;38;434956;59;65;299611;57;45;76;72
25;5;0;6447453;243208;62;36;433665;59;56;298993;57;46;74;64
25;6;0;6524040;242456;62;29;432663;59;56;298478;57;43;67;61
25;7;0;6937981;241842;62;37;431787;59;73;297979;57;47;76;81
25;8;0;6782692;241329;62;45;431103;59;51;297510;57;52;81;67
25;9;0;6649038;240799;62;37;430454;59;63;297270;57;45;68;77
25;10;0;7352704;240477;61;46;429898;59;88;296973;57;53;96;91
25;11;0;6762606;240153;61;29;429462;59;62;296780;57;48;72;67
25;12;0;7076826;239906;61;44;429068;59;61;296533;57;50;84;71
26;1;608333592;6953223;247544;62;33;440803;60;63;303462;58;62;71;87
26;2;0;7044961;246026;62;38;438796;60;66;302375;57;52;81;75
26;3;0;6721624;244873;62;45;437068;60;62;301467;57;51;77;81
26;4;0;6812688;243786;62;41;435648;59;55;300654;57;55;74;77
26;5;0;7053448;242867;62;38;434493;59;64;300010;57;55;81;76
26;6;0;7578813;242038;62;31;433484;59;78;299420;57;65;93;81
26;7;0;7141686;241373;62;36;432608;59;64;298947;57;54;77;77
26;8;0;6954376;240898;62;36;431810;59;73;298581;57;49;76;82
26;9;0;7249094;240391;62;29;431275;59;85;298254;57;54;91;77
26;10;0;7099329;240008;62;33;430760;59;69;297908;57;51;70;83
26;11;0;6943893;239657;62;39;430292;59;65;297661;57;55;83;76
26;12;0;6523601;239386;62;26;429873;59;68;297486;57;43;69;68
27;1;607613899;6988618;245895;63;53;440023;60;63;303941;58;46;86;76
27;2;0;7089500;244447;62;27;437997;60;81;302879;58;46;83;71
27;3;0;7032274;243159;62;38;436252;60;65;301949;58;57;75;85
27;4;0;6971890;242152;62;52;434762;60;66;301165;58;45;85;78
27;5;0;6833800;241322;62;42;433461;60;77;300536;58;50;88;81
27;6;0;7213353;240518;62;53;432439;60;73;300004;57;54;106;74
27;7;0;7149706;239845;62;44;431562;59;78;299542;57;49;83;88
27;8;0;7132269;239326;62;37;430784;59;76;299158;57;57;81;89
27;9;0;7157748;238908;62;34;430207;59;76;298730;57;60;92;78
27;10;0;6879091;238494;62;43;429628;59;75;298506;57;44;84;78
27;11;0;7010842;238214;62;37;429174;59;81;298180;57;51;78;91
27;12;0;6659789;237896;62;45;428784;59;57;298000;57;46;71;77
28;1;609278334;7102609;245476;63;37;440815;60;72;305561;58;54;93;70
28;2;0;6754832;243961;63;37;438810;60;66;304410;58;44;75;72
28;3;0;7163475;242706;63;45;437068;60;76;303357;58;47;89;79
28;4;0;6793402;241691;62;35;435524;60;70;302549;58;49;72;82
28;5;0;6866212;240819;62;37;434205;60;59;301876;58;54;78;72
28;6;0;6755678;240076;62;42;433106;60;63;301330;58;49;75;79
28;7;0;6473751;239454;62;35;432264;60;56;300794;58;36;65;62
28;8;0;6987886;238928;62;41;431390;60;83;300498;58;48;88;84
28;9;0;6730553;238482;62;33;430751;60;79;300088;58;39;78;73
28;10;0;6920822;238062;62;44;430254;60;72;299829;58;51;98;69
28;11;0;7181930;237737;62;33;429785;60;70;299523;58;57;81;79
28;12;0;7060936;237428;62;34;429411;60;64;299308;57;58;79;77
29;1;611153687;7173966;246049;63;39;441813;60;69;306849;58;54;70;92
29;2;0;7255070;244473;63;44;439639;60;71;305743;58;62;85;92
29;3;0;6590971;243286;63;40;437832;60;55;304701;58;49;80;64
29;4;0;6906544;242129;63;34;436302;60;60;303963;58;58;80;72
29;5;0;7419085;241247;63;31;435067;60;83;303214;58;55;92;77
29;6;0;6893519;240466;62;42;433941;60;65;302732;58;47;80;74
29;7;0;6961430;239821;62;45;432962;60;58;302177;58;54;82;75
29;8;0;6926374;239214;62;36;432183;60;74;301829;58;57;91;76
29;9;0;7371970;238683;62;42;431524;60;68;301463;58;60;84;86
29;10;0;6691049;238325;62;28;430980;60;72;301145;58;44;73;71
29;11;0;7011251;237977;62;39;430500;60;66;300880;58;53;85;73
29;12;0;6759443;237678;62;28;430066;60;67;300652;58;51;71;75
30;1;610011669;6875778;244925;63;46;440583;61;73;306843;59;47;91;75
30;2;0;7492252;243383;63;41;438421;61;92;305741;59;60;102;91
30;3;0;6611875;242089;63;34;436669;60;55;304842;58;50;74;65
30;4;0;7190958;240975;63;40;435190;60;84;303982;58;52;89;87
30;5;0;7048324;240097;63;33;433805;60;65;303419;58;59;65;92
30;6;0;6950332;239336;63;35;432761;60;73;302800;58;51;83;76
30;7;0;6691379;238710;63;41;431851;60;68;302316;58;40;74;75
30;8;0;7158105;238148;62;34;431134;60;69;301844;58;66;80;89
30;9;0;7342633;237675;62;37;430432;60;66;301502;58;62;86;79
30;10;0;7258089;237296;62;42;429888;60;68;301190;58;61;99;72
30;11;0;6942013;236951;62;33;429432;60;59;300908;58;54;76;70
30;12;0;7123763;236653;62;49;429051;60;77;300705;58;53;89;90
31;1;611925802;6613544;244979;63;36;441581;61;61;308448;59;46;82;61
31;2;0;6656473;243458;63;47;439429;61;61;307181;59;49;85;72
31;3;0;6736352;242099;63;35;437630;61;58;306137;59;48;66;75
31;4;0;7142368;240891;63;28;436028;61;79;305385;59;56;84;79
31;5;0;6836522;239952;63;44;434749;60;65;304660;59;50;72;87
31;6;0;6634803;239157;63;35;433612;60;63;304098;59;46;70;74
31;7;0;7156124;238519;63;32;432597;60;75;303580;58;57;96;68
31;8;0;6313169;237910;63;30;431848;60;53;303137;58;43;59;67
31;9;0;6889847;237439;63;27;431163;60;66;302722;58;54;86;61
31;10;0;6977227;236975;62;39;430586;60;75;302441;58;52;84;82
31;11;0;7106585;236582;62;40;430087;60;71;302197;58;54;83;82
31;12;0;6679651;236263;62;42;429649;60;67;301970;58;41;80;70
32;1;610709738;7025605;243477;63;28;440722;61;74;308290;59;52;81;73
32;2;0;7088568;242020;63;37;438438;61;89;307013;59;47;82;91
32;3;0;7560588;240693;63;51;436683;61;82;306010;59;58;91;100
32;4;0;6816523;239664;63;30;435129;61;66;305078;59;58;80;74
32;5;0;7705690;238758;63;51;433826;61;81;304392;59;63;108;87
32;6;0;7134875;237967;63;31;432693;61;73;303789;59;56;95;65
32;7;0;6807174;237362;63;35;431777;61;65;303158;59;53;78;75
32;8;0;6800888;236782;63;34;431008;60;80;302661;59;48;99;63
32;9;0;7006334;236298;63;39;430275;60;73;302289;59;53;83;82
32;10;0;6932498;235900;63;43;429753;60;73;302013;59;52;79;89
32;11;0;7200960;235566;63;35;429260;60;65;301767;59;61;84;77
32;12;0;7216975;235260;63;35;428842;60;72;301582;59;54;89;72
33;1;609721310;7102125;242810;64;44;439881;61;77;307961;59;46;79;88
33;2;0;7086481;241297;63;37;437683;61;73;306637;59;52;87;75
33;3;0;7185864;239890;63;37;435976;61;66;305605;59;56;82;77
33;4;0;7285371;238772;63;34;434402;61;86;304718;59;50;91;79
33;5;0;6583226;237815;63;34;433136;61;74;304019;59;44;78;74
