Rok;Miesi¹c;Zarobki;Wydatki;Liczba osób_<500;Œredni wiek_<500;Liczba wypadków_<500;Liczba osób_500-700;Œredni wiek_500-700;Liczba wypadków_500-700;Liczba osób_>700;Œredni wiek_>700;Liczba wypadków_>700;Liczba wypadków mê¿czyzn;Liczba wypadków kobiet
33;6;0;7106293;237019;63;25;432059;61;68;303382;59;60;75;78
33;7;0;6930694;236353;63;39;431072;61;61;302854;59;53;75;78
33;8;0;7386725;235747;63;41;430262;61;70;302438;59;58;93;76
33;9;0;6924644;235172;63;47;429647;61;60;302012;59;48;84;71
33;10;0;7426536;234782;63;44;429016;61;70;301737;59;61;104;71
33;11;0;7082815;234465;63;39;428497;61;68;301488;59;51;74;84
33;12;0;7109195;234163;63;39;428083;61;62;301248;59;62;90;73
34;1;611380854;6947337;242486;64;44;441128;61;69;309214;60;50;78;85
34;2;0;7307453;240825;64;37;438808;61;73;307977;60;62;87;85
34;3;0;6860595;239457;63;30;436811;61;74;306936;59;50;83;71
34;4;0;7090441;238321;63;44;435209;61;78;305983;59;45;90;77
34;5;0;6822626;237355;63;46;433843;61;67;305208;59;47;80;80
34;6;0;7433183;236498;63;38;432750;61;80;304685;59;61;99;80
34;7;0;6592303;235883;63;43;431702;61;53;304124;59;44;59;81
34;8;0;7451829;235263;63;39;430852;61;71;303719;59;64;90;84
34;9;0;7211105;234738;63;46;430088;61;63;303332;59;63;94;78
34;10;0;7060951;234289;63;45;429501;61;82;303056;59;48;100;75
34;11;0;6393681;233988;63;38;428978;61;72;302747;59;35;74;71
34;12;0;6863280;233634;63;31;428570;61;75;302466;59;46;79;73
35;1;612462946;7009564;242317;64;42;441701;62;66;310192;60;52;85;75
35;2;0;7139751;240655;64;37;439327;61;80;309032;60;46;77;86
35;3;0;7029667;239266;63;35;437393;61;69;307897;60;59;74;89
35;4;0;6947458;238044;63;30;435727;61;68;307090;60;53;76;75
35;5;0;6684407;237136;63;40;434261;61;61;306300;59;44;77;68
35;6;0;7216084;236196;63;39;433096;61;82;305708;59;56;88;89
35;7;0;7224382;235460;63;46;432116;61;70;305110;59;60;102;74
35;8;0;6765397;234865;63;35;431318;61;71;304640;59;53;89;70
35;9;0;7158137;234394;63;39;430544;61;66;304225;59;65;82;88
35;10;0;7039048;233933;63;41;430010;61;63;303899;59;62;79;87
35;11;0;6835771;233590;63;36;429471;61;79;303654;59;43;81;77
35;12;0;7198703;233313;63;28;429010;61;80;303410;59;51;87;72
36;1;614401935;7015119;242329;64;43;442901;62;68;311647;60;57;88;80
36;2;0;6770531;240686;64;31;440514;62;67;310287;60;49;80;67
36;3;0;6847925;239301;64;31;438427;61;69;309212;60;50;74;76
36;4;0;6632349;238101;63;44;436777;61;77;308193;60;36;86;71
36;5;0;7314675;237083;63;45;435381;61;66;307404;60;59;82;88
36;6;0;6730870;236233;63;45;434119;61;67;306667;60;50;80;82
36;7;0;6859025;235508;63;46;433083;61;72;306156;60;39;80;77
36;8;0;7461284;234870;63;36;432209;61;72;305687;60;64;79;93
36;9;0;7025341;234380;63;43;431374;61;64;305253;59;54;79;82
36;10;0;6834524;233968;63;43;430749;61;59;304890;59;56;78;80
36;11;0;7183319;233542;63;32;430223;61;77;304566;59;55;90;74
36;12;0;6850360;233257;63;41;429771;61;77;304309;59;46;95;69
37;1;613867417;7312014;241117;64;29;442304;62;96;311970;60;48;99;74
37;2;0;7221592;239377;64;33;440040;62;75;310757;60;63;82;89
37;3;0;7754687;238014;64;44;438011;62;86;309608;60;63;88;105
37;4;0;6960089;236883;64;42;436189;62;64;308770;60;49;74;81
37;5;0;7206465;235854;63;42;434831;61;79;307930;60;53;80;94
37;6;0;6517723;234982;63;31;433508;61;60;307292;60;48;75;64
37;7;0;6895689;234206;63;33;432535;61;81;306786;60;48;93;69
37;8;0;7339438;233601;63;46;431736;61;77;306254;60;54;89;88
37;9;0;6901741;233100;63;25;430972;61;80;305852;60;43;72;76
37;10;0;6783309;232696;63;36;430324;61;70;305513;60;47;75;78
37;11;0;7490426;232306;63;41;429800;61;69;305242;60;71;72;109
37;12;0;7528736;232002;63;42;429333;61;80;305035;60;62;99;85
38;1;614155871;7069927;240687;64;41;442313;62;77;312523;60;57;96;79
38;2;0;6647255;238980;64;44;439814;62;68;311300;60;43;93;62
38;3;0;7026433;237584;64;34;437725;62;75;310167;60;48;80;77
38;4;0;7456054;236487;64;53;436078;62;77;309147;60;59;92;97
38;5;0;7249023;235400;63;46;434678;62;59;308405;60;68;94;79
38;6;0;7132807;234604;63;36;433401;61;86;307760;60;49;97;74
38;7;0;7077441;233863;63;26;432267;61;73;307224;60;60;89;70
38;8;0;6746421;233302;63;32;431419;61;73;306675;60;45;74;76
38;9;0;7054230;232743;63;32;430710;61;75;306261;60;46;86;67
38;10;0;7487885;232290;63;45;430062;61;81;305935;60;62;106;82
38;11;0;6911628;231881;63;32;429493;61;76;305643;60;52;84;76
38;12;0;6786934;231541;63;39;429006;61;79;305396;60;44;85;77
39;1;613763927;7317939;239444;64;51;441446;62;68;313274;61;54;79;94
39;2;0;6545476;237713;64;24;439016;62;64;311895;60;42;64;66
39;3;0;6839652;236280;64;42;436968;62;71;310841;60;46;73;86
39;4;0;7151799;235040;64;45;435255;62;71;309884;60;53;80;89
39;5;0;7397849;234079;64;35;433767;62;72;309061;60;62;84;85
39;6;0;7243925;233162;63;31;432480;62;78;308475;60;54;73;90
39;7;0;6725032;232401;63;39;431492;62;67;307884;60;47;78;75
39;8;0;7106746;231759;63;35;430568;61;85;307500;60;46;84;82
39;9;0;7502211;231228;63;30;429836;61;74;307073;60;61;76;89
39;10;0;7372835;230775;63;36;429186;61;75;306690;60;69;95;85
39;11;0;7181351;230424;63;41;428648;61;69;306366;60;58;93;75
39;12;0;6976437;230134;63;41;428165;61;67;306087;60;53;74;87
40;1;613612646;7516692;238699;64;49;441104;62;88;313683;61;57;101;93
40;2;0;6741697;237003;64;27;438625;62;71;312194;61;49;81;66
40;3;0;7036949;235605;64;30;436546;62;74;310936;61;58;79;83
40;4;0;7210304;234443;64;33;434797;62;74;310004;60;59;86;80
40;5;0;7096639;233436;64;33;433334;62;79;309132;60;55;81;86
40;6;0;7206238;232578;63;40;432059;62;65;308403;60;54;86;73
40;7;0;6989592;231780;63;21;430998;62;79;307838;60;55;74;81
40;8;0;7379009;231185;63;38;429988;62;84;307318;60;60;98;84
40;9;0;7174609;230645;63;29;429238;62;86;306884;60;57;87;85
40;10;0;6961221;230182;63;39;428599;61;56;306501;60;61;78;78
40;11;0;6573321;229784;63;47;428044;61;61;306186;60;49;77;80
40;12;0;7025769;229451;63;35;427573;61;76;305921;60;59;96;74
41;1;613077403;6790000;238197;64;35;440732;62;70;313514;61;52;71;86
41;2;0;6876886;236408;64;31;438220;62;65;312148;61;48;77;67
41;3;0;7166383;234932;64;46;436052;62;80;311039;61;49;87;88
41;4;0;7279751;233631;64;33;434195;62;87;310058;61;49;86;83
41;5;0;6575519;232570;64;19;432740;62;57;309112;60;48;59;65
41;6;0;6506500;231647;63;47;431432;62;61;308424;60;47;89;66
41;7;0;7069293;230921;63;29;430348;62;84;307854;60;43;69;87
41;8;0;6990949;230319;63;21;429450;62;77;307367;60;49;83;64
41;9;0;7035556;229821;63;34;428632;62;76;306916;60;53;93;70
41;10;0;7531013;229367;63;39;427907;62;78;306590;60;62;88;91
41;11;0;7053316;228999;63;34;427379;62;76;306274;60;60;86;84
41;12;0;6817862;228681;63;36;426864;61;76;306001;60;46;83;75
42;1;614261564;7433170;237878;64;29;440970;62;73;314949;61;68;89;81
42;2;0;6946639;236103;64;28;438432;62;78;313550;61;49;81;74
42;3;0;7623118;234648;64;43;436333;62;89;312217;61;63;99;96
42;4;0;7101332;233449;64;34;434460;62;75;311197;61;59;89;79
42;5;0;7110705;232334;64;32;432929;62;63;310347;61;67;79;83
42;6;0;7428547;231368;63;31;431630;62;79;309612;61;54;90;74
42;7;0;7256827;230552;63;26;430543;62;64;308978;60;66;95;61
42;8;0;6818265;229890;63;37;429625;62;68;308409;60;52;85;72
42;9;0;6894251;229358;63;31;428819;62;80;307957;60;54;92;73
42;10;0;7130810;228909;63;44;428068;62;72;307621;60;57;88;85
42;11;0;7150398;228506;63;40;427506;62;68;307292;60;62;88;82
42;12;0;7092767;228168;63;30;426986;62;83;307018;60;58;83;88
43;1;613931002;6976798;236895;64;40;440593;62;64;315241;61;58;83;79
43;2;0;7028703;235034;64;38;437911;62;76;313922;61;53;93;74
43;3;0;6871464;233592;64;31;435807;62;75;312643;61;48;79;75
43;4;0;7040881;232266;64;46;433950;62;74;311662;61;52;84;88
43;5;0;7112947;231168;64;32;432395;62;79;310767;61;52;89;74
43;6;0;6912319;230278;63;31;431046;62;72;310007;61;45;72;76
43;7;0;7237855;229483;63;39;429884;62;70;309407;61;55;88;76
43;8;0;7259792;228886;63;26;428933;62;96;308798;60;56;91;87
43;9;0;7288021;228324;63;31;428067;62;79;308331;60;64;84;90
43;10;0;6722505;227773;63;28;427406;62;77;307929;60;51;84;72
43;11;0;7219251;227357;63;36;426812;62;94;307635;60;57;89;98
43;12;0;7006561;227054;63;40;426382;62;74;307360;60;46;87;73
44;1;612749599;7237839;235984;64;28;439500;62;70;315006;61;63;89;72
44;2;0;7397232;234177;64;32;436774;62;63;313538;61;65;76;84
44;3;0;6599185;232541;64;33;434511;62;72;312262;61;43;77;71
44;4;0;7174149;231349;64;31;432504;62;66;311250;61;65;83;79
44;5;0;6589858;230247;64;33;431018;62;65;310264;61;44;81;61
44;6;0;6984147;229303;63;29;429699;62;77;309585;61;47;78;75
44;7;0;6798314;228566;63;30;428671;62;77;308868;61;39;73;73
44;8;0;6849364;227896;63;36;427720;62;69;308338;61;47;83;69
44;9;0;6908479;227314;63;27;426933;62;64;307941;61;59;81;69
44;10;0;6781465;226894;63;29;426244;62;72;307605;60;48;78;71
44;11;0;7036182;226505;63;35;425640;62;66;307264;60;55;89;67
44;12;0;6976696;226146;63;29;425206;62;80;306955;60;46;73;82
45;1;613768345;7008599;235938;64;37;440071;62;86;315835;61;49;88;84
45;2;0;6745967;234076;64;38;437368;62;88;314199;61;38;86;78
45;3;0;7098246;232561;64;54;435025;62;77;312994;61;50;87;94
45;4;0;7452818;231264;64;31;433075;62;75;311906;61;70;98;78
45;5;0;7175934;230143;63;45;431466;62;57;310951;61;65;90;77
45;6;0;7226122;229086;63;28;430086;62;73;310257;61;54;70;85
45;7;0;6883981;228307;63;40;428823;62;71;309583;61;49;94;66
45;8;0;6847699;227631;63;29;427807;62;75;308984;61;45;78;71
45;9;0;7204879;227091;63;41;426917;62;77;308494;61;59;94;83
45;10;0;6892008;226614;63;46;426201;62;72;308060;61;49;85;82
45;11;0;7011646;226198;63;24;425592;62;80;307732;61;50;82;72
45;12;0;7165889;225841;63;39;425108;62;67;307472;61;60;78;88
46;1;613949222;7228391;235667;64;46;440037;62;79;316195;61;54;102;77
46;2;0;6866371;233806;64;27;437149;62;71;314821;61;52;71;79
46;3;0;6977815;232191;64;35;434920;62;69;313440;61;57;83;78
46;4;0;6832336;230793;63;31;432991;62;72;312398;61;51;90;64
46;5;0;7105031;229692;63;25;431347;62;71;311462;61;57;86;67
46;6;0;7150949;228731;63;31;429913;62;76;310695;61;52;74;85
46;7;0;6806938;227951;63;44;428803;62;64;310001;61;57;81;84
46;8;0;7057046;227287;63;30;427846;62;68;309415;61;59;77;80
46;9;0;6806702;226685;63;34;426988;62;74;309020;61;44;67;85
46;10;0;8213866;226203;63;36;426312;62;94;308527;61;86;112;104
46;11;0;7052293;225849;63;33;425711;62;60;308177;61;60;79;74
46;12;0;6841406;225447;63;32;425213;62;57;307900;61;55;82;62
47;1;612421601;7200100;234750;64;47;438898;62;78;315562;61;50;97;78
47;2;0;7101052;232787;64;29;436076;62;69;314079;61;59;73;84
47;3;0;7211514;231187;63;38;433774;62;78;312762;61;60;88;88
47;4;0;7195283;229889;63;36;431877;62;78;311644;61;52;76;90
47;5;0;7004594;228863;63;29;430210;62;61;310671;61;63;83;70
47;6;0;7091075;227900;63;28;428732;62;67;309917;61;60;85;70
47;7;0;6977666;227086;63;40;427612;62;45;309224;61;62;73;74
47;8;0;6851033;226399;63;40;426598;62;65;308649;61;50;74;81
47;9;0;7345601;225841;63;37;425694;62;66;308202;61;57;90;70
47;10;0;7229065;225308;63;42;424951;62;72;307857;61;61;88;87
47;11;0;6581582;224887;63;23;424431;62;62;307421;61;47;66;66
47;12;0;7003490;224504;63;27;423861;62;81;307184;61;54;87;75
48;1;614379134;7228065;235430;64;31;440170;62;79;316675;61;56;92;74
48;2;0;6866464;233514;64;39;437329;62;69;315005;61;51;84;75
48;3;0;6978598;232045;63;45;434939;62;65;313589;61;56;89;77
48;4;0;7230700;230656;63;35;432938;62;78;312447;61;58;91;80
48;5;0;7355998;229432;63;39;431201;62;83;311495;61;54;81;95
48;6;0;7421908;228478;63;48;429666;62;76;310707;61;68;99;93
48;7;0;7064171;227665;63;39;428464;62;83;309932;61;50;97;75
48;8;0;7044397;226901;63;35;427485;62;78;309276;61;55;78;90
48;9;0;6779509;226272;63;34;426575;62;60;308843;61;56;82;68
48;10;0;6876848;225783;63;35;425807;62;67;308405;61;49;82;69
48;11;0;7438921;225349;63;33;425176;62;67;308021;61;68;80;88
48;12;0;7337535;224957;63;43;424660;61;86;307664;61;65;97;97
49;1;612943689;7536754;234731;64;36;439455;62;74;315775;61;70;91;89
49;2;0;6746304;232834;63;33;436521;62;62;314322;61;55;78;72
49;3;0;6888864;231174;63;31;434160;62;71;312839;61;51;86;67
49;4;0;7408466;229824;63;36;432104;62;86;311711;61;55;91;86
49;5;0;6798149;228728;63;33;430409;62;62;310698;61;61;73;83
49;6;0;6841881;227780;63;36;428922;62;66;309880;61;50;81;71
49;7;0;6877546;227015;63;33;427614;62;63;309144;61;49;68;77
49;8;0;6873016;226313;63;30;426631;62;59;308478;61;56;72;73
49;9;0;7105011;225712;63;27;425779;62;73;307982;61;61;76;85
49;10;0;7004089;225189;63;34;424999;62;64;307605;61;61;89;70
49;11;0;6751324;224751;63;17;424393;61;85;307222;61;41;52;91
49;12;0;7652259;224379;63;33;423910;61;83;306860;61;68;103;81
50;1;613407980;7260134;234942;63;43;439541;62;68;316183;61;65;88;88
50;2;0;7296922;233190;63;43;436675;62;65;314291;61;61;98;71
50;3;0;7059848;231463;63;28;434212;62;65;313091;61;54;75;72
50;4;0;6884844;230135;63;39;432208;62;72;311819;61;47;79;79
50;5;0;7173766;228997;63;39;430384;62;85;310816;61;47;88;83
50;6;0;7122328;227989;63;32;428904;62;77;309961;61;58;87;80
50;7;0;6963879;227179;63;40;427617;62;74;309245;61;54;72;96
50;8;0;6959025;226416;63;41;426620;62;67;308679;61;55;96;67
50;9;0;7176291;225879;63;34;425693;62;75;308174;61;57;79;87
50;10;0;6926095;225346;62;36;424958;61;65;307693;61;58;73;86
50;11;0;7067197;224889;62;35;424267;61;78;307366;61;53;92;74
50;12;0;7043770;224533;62;41;423770;61;69;306966;61;56;85;81
