Rok;Miesi¹c;Zarobki;Wydatki;Liczba osób_<500;Œredni wiek_<500;Liczba wypadków_<500;Liczba osób_500-700;Œredni wiek_500-700;Liczba wypadków_500-700;Liczba osób_>700;Œredni wiek_>700;Liczba wypadków_>700;Liczba wypadków mê¿czyzn;Liczba wypadków kobiet
48;1;417110188;4883054;688354;63;25;313227;61;16;241;60;0;26;15
48;2;0;4885385;683556;63;28;311603;61;15;240;60;0;18;25
48;3;0;4804990;679388;63;33;310314;61;7;238;60;1;21;20
48;4;0;4943273;675963;63;41;309048;61;10;237;59;0;29;22
48;5;0;5036809;672981;62;25;308210;61;15;236;59;0;21;19
48;6;0;4853493;670456;62;37;307423;61;10;234;59;0;21;26
48;7;0;4833761;668331;62;21;306795;61;13;235;59;0;18;16
48;8;0;5165456;666652;62;35;306188;61;18;234;59;0;23;30
48;9;0;4797943;665155;62;24;305741;61;11;234;59;0;24;11
48;10;0;5159572;663867;62;37;305388;61;17;233;59;0;27;27
48;11;0;5110171;662811;62;36;304982;60;17;232;59;0;22;31
48;12;0;4706884;661885;62;20;304666;60;10;233;59;0;15;15
49;1;416735714;4915756;686836;63;28;313300;61;16;230;60;0;18;26
49;2;0;4748157;681936;63;24;311579;61;10;231;60;0;20;14
49;3;0;4805671;677943;63;22;310189;61;13;230;60;0;21;14
49;4;0;4759116;674516;62;32;309083;61;8;227;60;0;25;15
49;5;0;4991442;671603;62;27;308075;61;15;229;60;0;24;18
49;6;0;4939051;669133;62;28;307285;61;12;230;60;0;19;21
49;7;0;4925456;667103;62;26;306502;61;13;230;60;0;23;16
49;8;0;4550886;665323;62;16;305935;61;7;230;60;0;13;10
49;9;0;4956521;663836;62;34;305464;61;11;229;60;0;31;14
49;10;0;4967379;662604;62;33;305061;61;14;228;60;0;22;25
49;11;0;5112748;661544;62;31;304705;61;19;229;60;0;27;23
49;12;0;4758112;660606;62;31;304413;60;9;229;60;0;23;17
50;1;417092951;4941004;686271;63;27;313997;61;12;220;61;0;20;19
50;2;0;4815908;681354;63;29;312391;61;12;220;61;0;21;20
50;3;0;5105538;677168;63;17;311056;61;21;220;61;0;23;15
50;4;0;4901681;673616;62;24;309850;61;14;220;61;0;18;20
50;5;0;4901421;670589;62;23;308864;61;17;219;60;0;26;14
50;6;0;4789103;668078;62;32;308016;61;10;219;60;0;20;22
50;7;0;5186936;665943;62;34;307425;61;17;219;60;0;29;22
50;8;0;4822056;664172;62;24;306779;61;11;219;60;0;19;16
50;9;0;5132852;662627;62;30;306255;61;18;217;60;0;23;25
50;10;0;5066846;661228;62;27;305828;60;16;219;60;0;22;21
50;11;0;5005179;660106;62;29;305512;60;16;218;60;0;23;22
50;12;0;4783910;659159;62;21;305185;60;9;219;60;0;17;13
